Unique ID,Player,Runs_bat,BF,4s,6s,SR,Inns_bat,Opposition,Ground,Start Date,Overs,Mdns,Runs_bowl,Wkts,Econ,Inns_bowl
IND31,RA Jadeja,0,0,0,0,,1,v West Indies,Visakhapatnam,18-Dec-19,10,0,74,2,7.4,2
IND31,RA Jadeja,13,14,0,0,92.85,1,v West Indies,Visakhapatnam,24-Oct-18,10,0,49,0,4.9,2
IND43,SN Thakur,,,,,,2,v Afghanistan,Delhi,11-Oct-23,6,0,31,1,5.16,1
IND43,SN Thakur,,,,,,1,v Australia,Canberra,02-Dec-20,10,1,51,3,5.1,2
IND43,SN Thakur,,,,,,1,v Australia,Indore,24-Sep-23,4,0,35,0,8.75,2
IND43,SN Thakur,,,,,,2,v Australia,Mohali,22-Sep-23,10,0,78,0,7.8,1
IND43,SN Thakur,13,10,2,0,130,1,v Australia,Wankhede,14-Jan-20,5,0,43,0,8.6,2
IND43,SN Thakur,,,,,,2,v Australia,Wankhede,17-Mar-23,2,0,12,0,6,1
IND43,SN Thakur,3,5,0,0,60,1,v Bangladesh,Chattogram,10-Dec-22,5,0,30,3,6,2
IND43,SN Thakur,11,13,0,0,84.61,2,v Bangladesh,Colombo (RPS),15-Sep-23,10,0,65,3,6.5,1
IND43,SN Thakur,2,3,0,0,66.66,1,v Bangladesh,Mirpur,04-Dec-22,9,1,21,1,2.33,2
IND43,SN Thakur,7,23,0,0,30.43,2,v Bangladesh,Mirpur,07-Dec-22,10,1,47,0,4.7,1
IND43,SN Thakur,,,,,,2,v Bangladesh,Pune,19-Oct-23,9,0,59,1,6.55,1
IND43,SN Thakur,22,13,0,2,169.23,1,v England,Leeds,17-Jul-18,10,0,51,1,5.1,2
IND43,SN Thakur,,,,,,1,v England,Pune,23-Mar-21,6,0,37,3,6.16,2
IND43,SN Thakur,0,0,0,0,,1,v England,Pune,26-Mar-21,7,0,54,0,7.2,2
IND43,SN Thakur,30,21,1,3,142.85,1,v England,Pune,28-Mar-21,10,0,67,4,6.7,2
IND43,SN Thakur,0,3,0,0,0,1,v Hong Kong,Dubai (DICS),18-Sep-18,4,0,41,0,10.25,2
IND43,SN Thakur,,,,,,2,v Nepal,Pallekele,04-Sep-23,4,0,26,1,6.5,1
IND43,SN Thakur,1,2,0,0,50,1,v New Zealand,Auckland,25-Nov-22,9,1,63,1,7,2
IND43,SN Thakur,18,15,3,0,120,2,v New Zealand,Auckland,08-Feb-20,10,1,60,2,6,1
IND43,SN Thakur,,,,,,1,v New Zealand,Hamilton,05-Feb-20,9,0,80,1,8.88,2
IND43,SN Thakur,3,3,0,0,100,1,v New Zealand,Hyderabad,18-Jan-23,7,0,54,2,7.36,2
IND43,SN Thakur,25,17,3,1,147.05,1,v New Zealand,Indore,24-Jan-23,6,0,45,3,7.5,2
IND43,SN Thakur,7,6,1,0,116.66,1,v New Zealand,Mount Maunganui,11-Feb-20,9,0,87,1,9.49,2
IND43,SN Thakur,,,,,,2,v New Zealand,Raipur,21-Jan-23,6,1,26,1,4.33,1
IND43,SN Thakur,,,,,,2,v Pakistan,Ahmedabad,14-Oct-23,2,0,12,0,6,1
IND43,SN Thakur,,,,,,1,v Pakistan,Colombo (RPS),10-Sep-23,4,0,16,1,4,2
IND43,SN Thakur,3,3,0,0,100,1,v Pakistan,Pallekele,02-Sep-23,,,,,,
IND43,SN Thakur,,,,,,2,v South Africa,Centurion,16-Feb-18,9,0,52,4,5.88,1
IND43,SN Thakur,,,,,,2,v South Africa,Delhi,11-Oct-22,2,0,8,0,4,1
IND43,SN Thakur,33,31,5,0,106.45,2,v South Africa,Lucknow,06-Oct-22,8,1,35,2,4.37,1
IND43,SN Thakur,50,43,5,1,116.27,2,v South Africa,Paarl,19-Jan-22,10,1,72,0,7.2,1
IND43,SN Thakur,40,38,3,1,105.26,1,v South Africa,Paarl,21-Jan-22,5,0,35,1,7,2
IND43,SN Thakur,,,,,,2,v South Africa,Ranchi,09-Oct-22,5,0,36,1,7.2,1
IND43,SN Thakur,,,,,,2,v West Indies,Ahmedabad,06-Feb-22,7,0,38,0,5.42,1
IND43,SN Thakur,8,15,1,0,53.33,1,v West Indies,Ahmedabad,09-Feb-22,9,1,41,2,4.55,2
IND43,SN Thakur,1,4,0,0,25,2,v West Indies,Bridgetown,27-Jul-23,3,1,14,1,4.66,1
IND43,SN Thakur,16,22,2,0,72.72,1,v West Indies,Bridgetown,29-Jul-23,8,0,42,3,5.25,2
IND43,SN Thakur,17,6,2,1,283.33,2,v West Indies,Cuttack,22-Dec-19,10,0,66,1,6.6,1
IND43,SN Thakur,7,5,1,0,140,1,v West Indies,Port of Spain,22-Jul-22,8,0,54,2,6.75,2
IND43,SN Thakur,3,6,0,0,50,2,v West Indies,Port of Spain,24-Jul-22,7,0,54,3,7.71,1
IND43,SN Thakur,,,,,,1,v West Indies,Port of Spain,27-Jul-22,5,0,17,2,3.4,2
IND43,SN Thakur,,,,,,1,v West Indies,Tarouba,01-Aug-23,6,0,37,4,5.69,2
IND43,SN Thakur,,,,,,1,v West Indies,Visakhapatnam,18-Dec-19,8,0,55,1,6.87,2
IND43,SN Thakur,,,,,,2,v Zimbabwe,Harare,20-Aug-22,7,0,38,3,5.42,1
IND43,SN Thakur,9,6,2,0,150,1,v Zimbabwe,Harare,22-Aug-22,9,0,55,1,6.11,2
IND41,Shahbaz Ahmed,0,4,0,0,0,1,v Bangladesh,Mirpur,04-Dec-22,9,0,39,0,4.33,2
IND41,Shahbaz Ahmed,,,,,,2,v South Africa,Delhi,11-Oct-22,7,0,32,2,4.57,1
IND41,Shahbaz Ahmed,,,,,,2,v South Africa,Ranchi,09-Oct-22,10,0,54,1,5.4,1
IND50,V Shankar,,,,,,2,v Australia,Hyderabad,02-Mar-19,3,0,22,0,7.33,1
IND50,V Shankar,,,,,,2,v Australia,Melbourne,18-Jan-19,6,0,23,0,3.83,1
IND50,V Shankar,26,15,1,2,173.33,1,v Australia,Mohali,10-Mar-19,5,0,29,0,5.8,2
IND50,V Shankar,46,41,5,1,112.19,1,v Australia,Nagpur,05-Mar-19,1,0,15,2,10,2
IND50,V Shankar,32,30,4,0,106.66,2,v Australia,Ranchi,08-Mar-19,8,0,44,0,5.5,1
IND50,V Shankar,,,,,,1,v New Zealand,Mount Maunganui,26-Jan-19,2,0,17,0,8.5,2
IND50,V Shankar,,,,,,2,v New Zealand,Napier,23-Jan-19,4,0,19,0,4.75,1
IND50,V Shankar,45,64,4,0,70.31,1,v New Zealand,Wellington,03-Feb-19,4,0,19,0,4.75,2
IND50,V Shankar,15,15,1,0,100,1,v Pakistan,Manchester,16-Jun-19,5,0,22,2,4.12,2
IND52,Washington Sundar,18,30,1,1,60,2,v Australia,Rajkot,27-Sep-23,10,0,48,0,4.8,1
IND52,Washington Sundar,37,27,4,1,137.03,1,v Bangladesh,Chattogram,10-Dec-22,1,0,2,1,2,2
IND52,Washington Sundar,19,43,0,0,44.18,1,v Bangladesh,Mirpur,04-Dec-22,5,0,17,2,3.4,2
IND52,Washington Sundar,11,19,1,0,57.89,2,v Bangladesh,Mirpur,07-Dec-22,10,0,37,3,3.7,1
IND52,Washington Sundar,14,14,1,0,100,1,v England,Ahmedabad,12-Feb-25,5,0,43,1,8.6,2
IND52,Washington Sundar,37,16,3,3,231.25,1,v New Zealand,Auckland,25-Nov-22,10,0,42,0,4.2,2
IND52,Washington Sundar,51,64,5,1,79.68,1,v New Zealand,Christchurch,30-Nov-22,,,,,,
IND52,Washington Sundar,12,14,0,0,85.71,1,v New Zealand,Hyderabad,18-Jan-23,7,0,50,0,7.14,2
IND52,Washington Sundar,9,14,1,0,64.28,1,v New Zealand,Indore,24-Jan-23,6,0,49,0,8.16,2
IND52,Washington Sundar,,,,,,2,v New Zealand,Raipur,21-Jan-23,3,1,7,2,2.33,1
IND52,Washington Sundar,,,,,,2,v South Africa,Delhi,11-Oct-22,4,0,15,2,3.75,1
IND52,Washington Sundar,14,9,2,0,155.55,1,v South Africa,Paarl,21-Dec-23,10,0,38,2,3.8,2
IND52,Washington Sundar,,,,,,2,v South Africa,Ranchi,09-Oct-22,9,0,60,1,6.66,1
IND52,Washington Sundar,5,4,1,0,125,2,v Sri Lanka,Colombo (RPS),02-Aug-24,9,1,46,1,5.11,1
IND52,Washington Sundar,15,40,0,0,37.5,2,v Sri Lanka,Colombo (RPS),04-Aug-24,10,1,30,3,3,1
IND52,Washington Sundar,30,25,2,3,120,2,v Sri Lanka,Colombo (RPS),07-Aug-24,8,1,29,1,3.62,1
IND52,Washington Sundar,33,34,2,1,97.05,1,v West Indies,Ahmedabad,11-Feb-22,4,0,17,0,4.25,2
IND52,Washington Sundar,,,,,,2,v West Indies,Ahmedabad,06-Feb-22,9,1,30,3,3.33,1
IND52,Washington Sundar,24,41,1,0,58.53,1,v West Indies,Ahmedabad,09-Feb-22,5,0,28,1,5.6,2
