Unique ID,Player,Runs,BF,4s,6s,SR,Inns,Opposition,Ground,Start Date
IND13,HH Pandya,32,62,2,0,51.61,2,v New Zealand,Manchester,09-Jul-19
IND23,MA Agarwal,32,31,6,0,103.22,1,v New Zealand,Hamilton,05-Feb-20
IND20,KL Rahul,32,50,2,1,64,2,v Australia,Chennai,22-Mar-23
IND40,SA Yadav,31,20,5,0,155,2,v Sri Lanka,Colombo (RPS),18-Jul-21
IND40,SA Yadav,31,26,4,0,119.23,1,v New Zealand,Hyderabad,18-Jan-23
IND49,V Kohli,31,35,4,0,88.57,1,v Australia,Visakhapatnam,19-Mar-23
IND14,Ishan Kishan,31,18,2,2,172.22,1,v Australia,Indore,24-Sep-23
IND20,KL Rahul,31,43,2,0,72.09,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND42,Shubman Gill,31,50,0,1,62,2,v New Zealand,Dubai (DICS),09-Mar-25
IND45,SV Samson,30,36,1,1,83.33,2,v South Africa,Ranchi,09-Oct-22
IND44,SS Iyer,30,37,2,0,81.08,1,v South Africa,Gqeberha,13-Feb-18
IND20,KL Rahul,30,53,2,0,56.6,1,v Afghanistan,Southampton,22-Jun-19
IND43,SN Thakur,30,21,1,3,142.85,1,v England,Pune,28-Mar-21
IND20,KL Rahul,30,46,1,1,65.21,1,v Zimbabwe,Harare,22-Aug-22
IND35,RG Sharma,30,17,2,2,176.47,2,v Australia,Chennai,22-Mar-23
IND52,Washington Sundar,30,25,2,3,120,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND3,AR Patel,29,29,1,2,100,1,v Australia,Visakhapatnam,19-Mar-23
IND31,RA Jadeja,29,15,3,1,193.33,1,v South Africa,Eden Gardens,05-Nov-23
IND10,DJ Hooda,29,25,2,0,116,1,v West Indies,Ahmedabad,09-Feb-22
IND13,HH Pandya,29,44,2,0,65.9,2,v England,Lord's,14-Jul-22
IND31,RA Jadeja,29,44,1,1,65.9,2,v England,Lord's,14-Jul-22
IND3,AR Patel,29,40,1,1,72.5,2,v New Zealand,Dubai (DICS),09-Mar-25
IND44,SS Iyer,28,23,3,2,121.73,2,v South Africa,Delhi,11-Oct-22
IND38,RR Pant,28,33,2,1,84.84,1,v Australia,Wankhede,14-Jan-20
IND23,MA Agarwal,28,26,4,0,107.69,2,v Australia,Sydney,29-Nov-20
IND13,HH Pandya,28,31,1,1,90.32,2,v Australia,Sydney,29-Nov-20
IND35,RG Sharma,28,42,4,0,66.66,1,v England,Pune,23-Mar-21
IND14,Ishan Kishan,28,36,2,1,77.77,2,v West Indies,Ahmedabad,06-Feb-22
IND42,Shubman Gill,28,26,5,0,107.69,2,v South Africa,Ranchi,09-Oct-22
IND44,SS Iyer,28,24,3,1,116.66,1,v Sri Lanka,Guwahati,10-Jan-23
IND44,SS Iyer,28,33,5,0,84.84,2,v Sri Lanka,Eden Gardens,12-Jan-23
IND13,HH Pandya,28,38,3,0,73.68,1,v New Zealand,Hyderabad,18-Jan-23
IND35,RG Sharma,28,29,3,1,96.55,2,v Australia,Dubai (DICS),04-Mar-25
IND13,HH Pandya,28,24,1,3,116.66,2,v Australia,Dubai (DICS),04-Mar-25
IND42,Shubman Gill,27,19,6,0,142.1,2,v Sri Lanka,Colombo (RPS),17-Sep-23
IND40,SA Yadav,27,29,1,1,93.1,2,v England,Lord's,14-Jul-22
IND10,DJ Hooda,27,32,1,1,84.37,1,v West Indies,Port of Spain,22-Jul-22
IND35,RG Sharma,27,31,4,1,87.09,1,v Bangladesh,Mirpur,04-Dec-22
IND20,KL Rahul,27,35,3,0,77.14,2,v New Zealand,Dharamsala,22-Oct-23
IND3,AR Patel,27,30,1,1,90,2,v Australia,Dubai (DICS),04-Mar-25
IND10,DJ Hooda,26,32,2,0,81.25,2,v West Indies,Ahmedabad,06-Feb-22
IND20,KL Rahul,26,31,1,0,83.87,1,v Australia,Mohali,10-Mar-19
IND20,KL Rahul,26,42,2,0,61.9,2,v South Africa,Southampton,05-Jun-19
IND13,HH Pandya,26,19,2,1,136.84,1,v Pakistan,Manchester,16-Jun-19
IND49,V Kohli,26,27,3,0,96.29,1,v Bangladesh,Birmingham,02-Jul-19
IND24,MK Pandey,26,40,1,1,65,2,v Sri Lanka,Colombo (RPS),18-Jul-21
IND44,SS Iyer,26,34,2,0,76.47,2,v South Africa,Cape Town,23-Jan-22
IND3,AR Patel,26,36,0,1,72.22,1,v Sri Lanka,Colombo (RPS),12-Sep-23
IND40,SA Yadav,26,34,3,0,76.47,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND20,KL Rahul,26,30,2,0,86.66,2,v Australia,Rajkot,27-Sep-23
IND42,Shubman Gill,26,31,5,0,83.87,2,v New Zealand,Dharamsala,22-Oct-23
IND29,R Ashwin,25,24,1,1,104.16,1,v South Africa,Paarl,21-Jan-22
IND44,SS Iyer,25,23,1,1,108.69,2,v Afghanistan,Delhi,11-Oct-23
IND31,RA Jadeja,25,34,1,0,73.52,2,v Afghanistan,Dubai (DICS),25-Sep-18
IND31,RA Jadeja,25,32,2,1,78.12,1,v Australia,Wankhede,14-Jan-20
IND31,RA Jadeja,25,37,0,1,67.56,2,v Australia,Sydney,27-Nov-20
IND35,RG Sharma,25,25,5,0,100,1,v England,Pune,26-Mar-21
IND10,DJ Hooda,25,36,3,0,69.44,2,v Zimbabwe,Harare,20-Aug-22
IND43,SN Thakur,25,17,3,1,147.05,1,v New Zealand,Indore,24-Jan-23
IND13,HH Pandya,25,31,3,1,80.64,2,v Australia,Wankhede,17-Mar-23
IND39,S Dube,25,24,1,2,104.16,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND38,RR Pant,24,18,3,1,133.33,2,v West Indies,Pune,27-Oct-18
IND31,RA Jadeja,24,31,0,1,77.41,2,v Australia,Ranchi,08-Mar-19
IND31,RA Jadeja,24,11,1,2,218.18,2,v Australia,Sydney,29-Nov-20
IND52,Washington Sundar,24,41,1,0,58.53,1,v West Indies,Ahmedabad,09-Feb-22
IND44,SS Iyer,24,39,2,0,61.53,1,v Bangladesh,Mirpur,04-Dec-22
IND40,SA Yadav,24,25,3,0,96,1,v West Indies,Bridgetown,29-Jul-23
IND49,V Kohli,24,32,2,0,75,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND14,Ishan Kishan,23,18,3,0,127.77,2,v Sri Lanka,Colombo (RPS),17-Sep-23
IND35,RG Sharma,23,22,4,0,104.54,1,v Hong Kong,Dubai (DICS),18-Sep-18
IND31,RA Jadeja,23,33,1,0,69.69,2,v Bangladesh,Dubai (DICS),28-Sep-18
IND42,Shubman Gill,23,24,4,1,95.83,1,v South Africa,Eden Gardens,05-Nov-23
IND44,SS Iyer,23,23,4,0,100,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND20,KL Rahul,23,29,1,0,79.31,1,v New Zealand,Dubai (DICS),02-Mar-25
IND43,SN Thakur,22,13,0,2,169.23,1,v England,Leeds,17-Jul-18
IND23,MA Agarwal,22,18,2,1,122.22,2,v Australia,Sydney,27-Nov-20
IND51,VR Iyer,22,33,0,1,66.66,1,v South Africa,Paarl,21-Jan-22
IND40,SA Yadav,22,14,5,0,157.14,1,v South Africa,Eden Gardens,05-Nov-23
IND37,RM Patidar,22,16,3,1,137.5,1,v South Africa,Paarl,21-Dec-23
IND49,V Kohli,22,38,1,0,57.89,2,v Bangladesh,Dubai (DICS),20-Feb-25
IND13,HH Pandya,21,22,1,0,95.45,2,v England,Lord's,14-Jul-18
IND13,HH Pandya,21,21,2,0,100,1,v England,Leeds,17-Jul-18
IND31,RA Jadeja,21,40,0,0,52.5,1,v Australia,Nagpur,05-Mar-19
IND31,RA Jadeja,21,21,2,0,100,1,v West Indies,Chennai,15-Dec-19
IND49,V Kohli,21,21,2,1,100,2,v Australia,Sydney,27-Nov-20
IND3,AR Patel,21,21,1,1,100,1,v West Indies,Port of Spain,22-Jul-22
IND42,Shubman Gill,21,12,5,0,175,2,v Sri Lanka,Eden Gardens,12-Jan-23
IND3,AR Patel,21,21,1,1,100,2,v Sri Lanka,Eden Gardens,12-Jan-23
IND20,KL Rahul,21,19,2,0,110.52,1,v Sri Lanka,Wankhede,02-Nov-23
IND20,KL Rahul,21,35,2,0,60,1,v South Africa,Paarl,21-Dec-23
IND31,RA Jadeja,20,16,1,0,125,1,v Australia,Rajkot,17-Jan-20
IND35,RG Sharma,20,30,2,1,66.66,2,v South Africa,Durban,01-Feb-18
IND49,V Kohli,20,22,2,0,90.9,2,v Australia,Delhi,13-Mar-19
IND38,RR Pant,20,35,2,0,57.14,1,v West Indies,Port of Spain,11-Aug-19
IND14,Ishan Kishan,20,37,3,0,54.05,2,v South Africa,Lucknow,06-Oct-22
IND3,AR Patel,20,17,1,1,117.64,1,v Bangladesh,Chattogram,10-Dec-22
IND42,Shubman Gill,20,31,3,0,64.51,2,v Australia,Wankhede,17-Mar-23
IND49,V Kohli,20,18,4,0,111.11,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND35,RG Sharma,20,15,3,1,133.33,2,v Pakistan,Dubai (DICS),23-Feb-25
IND20,KL Rahul,19,29,2,0,65.51,2,v Pakistan,Ahmedabad,14-Oct-23
IND20,KL Rahul,19,27,2,0,70.37,2,v Australia,Bengaluru,19-Jan-20
IND44,SS Iyer,19,21,2,0,90.47,1,v Australia,Canberra,02-Dec-20
IND13,HH Pandya,19,17,3,0,111.76,1,v Sri Lanka,Colombo (RPS),23-Jul-21
IND34,RD Gaikwad,19,42,1,0,45.23,2,v South Africa,Lucknow,06-Oct-22
IND52,Washington Sundar,19,43,0,0,44.18,1,v Bangladesh,Mirpur,04-Dec-22
IND40,SA Yadav,19,25,3,1,76,2,v West Indies,Bridgetown,27-Jul-23
IND42,Shubman Gill,19,25,2,0,76,1,v Sri Lanka,Colombo (RPS),12-Sep-23
IND20,KL Rahul,19,39,2,0,48.71,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND44,SS Iyer,19,25,2,0,76,2,v Bangladesh,Pune,19-Oct-23
IND44,SS Iyer,18,21,2,0,85.71,1,v South Africa,Johannesburg,10-Feb-18
IND49,V Kohli,18,34,1,0,52.94,2,v South Africa,Southampton,05-Jun-19
IND35,RG Sharma,18,23,1,1,78.26,1,v West Indies,Manchester,27-Jun-19
IND35,RG Sharma,18,34,2,0,52.94,1,v West Indies,Port of Spain,11-Aug-19
IND43,SN Thakur,18,15,3,0,120,2,v New Zealand,Auckland,08-Feb-20
IND38,RR Pant,18,34,3,0,52.94,1,v West Indies,Ahmedabad,09-Feb-22
IND49,V Kohli,18,30,3,0,60,1,v West Indies,Ahmedabad,09-Feb-22
IND31,RA Jadeja,18,33,1,0,54.54,2,v Australia,Chennai,22-Mar-23
IND14,Ishan Kishan,18,26,2,0,69.23,2,v Australia,Mohali,22-Sep-23
IND52,Washington Sundar,18,30,1,1,60,2,v Australia,Rajkot,27-Sep-23
IND40,SA Yadav,18,28,1,0,64.28,1,v Australia,Ahmedabad,19-Nov-23
IND13,HH Pandya,18,18,1,1,100,2,v New Zealand,Dubai (DICS),09-Mar-25
IND43,SN Thakur,17,6,2,1,283.33,2,v West Indies,Cuttack,22-Dec-19
IND38,RR Pant,17,13,2,0,130.76,1,v West Indies,Visakhapatnam,24-Oct-18
IND44,SS Iyer,17,17,1,0,100,2,v South Africa,Paarl,19-Jan-22
IND35,RG Sharma,17,17,4,0,100,2,v England,Manchester,17-Jul-22
IND49,V Kohli,17,22,3,0,77.27,2,v England,Manchester,17-Jul-22
IND35,RG Sharma,17,21,2,1,80.95,2,v Sri Lanka,Eden Gardens,12-Jan-23
IND14,Ishan Kishan,17,24,1,1,70.83,1,v New Zealand,Indore,24-Jan-23
IND36,RK Singh,17,14,2,1,121.42,1,v South Africa,Gqeberha,19-Dec-23
IND13,HH Pandya,17,9,0,2,188.88,1,v England,Ahmedabad,12-Feb-25
IND31,RA Jadeja,16,16,1,0,100,1,v West Indies,Port of Spain,11-Aug-19
IND31,RA Jadeja,16,21,1,0,76.19,2,v West Indies,Bridgetown,27-Jul-23
IND49,V Kohli,16,17,2,0,94.11,1,v West Indies,Brabourne,29-Oct-18
IND13,HH Pandya,16,20,4,0,80,1,v New Zealand,Hamilton,31-Jan-19
IND38,RR Pant,16,16,1,1,100,2,v Australia,Delhi,13-Mar-19
IND49,V Kohli,16,14,0,1,114.28,1,v Australia,Wankhede,14-Jan-20
IND38,RR Pant,16,22,1,0,72.72,2,v South Africa,Paarl,19-Jan-22
IND49,V Kohli,16,25,3,0,64,2,v England,Lord's,14-Jul-22
IND40,SA Yadav,16,28,1,0,57.14,2,v England,Manchester,17-Jul-22
IND31,RA Jadeja,16,39,1,0,41.02,1,v Australia,Visakhapatnam,19-Mar-23
IND43,SN Thakur,16,22,2,0,72.72,1,v West Indies,Bridgetown,29-Jul-23
IND42,Shubman Gill,16,11,4,0,145.45,2,v Pakistan,Ahmedabad,14-Oct-23
IND49,V Kohli,16,18,3,0,88.88,2,v Pakistan,Ahmedabad,14-Oct-23
IND42,Shubman Gill,16,35,2,0,45.71,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND31,RA Jadeja,16,20,1,0,80,1,v New Zealand,Dubai (DICS),02-Mar-25
IND13,HH Pandya,15,7,3,0,214.28,2,v South Africa,Southampton,05-Jun-19
IND35,RG Sharma,15,17,2,1,88.23,2,v South Africa,Centurion,04-Feb-18
IND35,RG Sharma,15,13,3,0,115.38,2,v South Africa,Centurion,16-Feb-18
IND35,RG Sharma,15,26,2,0,57.69,2,v England,Lord's,14-Jul-18
IND49,V Kohli,15,25,1,0,60,2,v New Zealand,Auckland,08-Feb-20
IND45,SV Samson,15,13,0,2,115.38,1,v Zimbabwe,Harare,22-Aug-22
IND38,RR Pant,15,23,2,0,65.21,1,v New Zealand,Auckland,25-Nov-22
IND52,Washington Sundar,15,40,0,0,37.5,2,v Sri Lanka,Colombo (RPS),04-Aug-24
IND30,R Parag,15,13,2,0,115.38,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND53,YBK Jaiswal,15,22,3,0,68.18,2,v England,Nagpur,06-Feb-25
IND44,SS Iyer,15,17,2,0,88.23,2,v Bangladesh,Dubai (DICS),20-Feb-25
IND35,RG Sharma,15,17,1,1,88.23,1,v New Zealand,Dubai (DICS),02-Mar-25
IND13,HH Pandya,14,15,0,1,93.33,1,v South Africa,Cape Town,07-Feb-18
IND35,RG Sharma,14,14,2,1,100,2,v Australia,Ranchi,08-Mar-19
IND20,KL Rahul,14,28,0,0,50,2,v Bangladesh,Mirpur,07-Dec-22
IND13,HH Pandya,14,12,0,1,116.66,1,v Sri Lanka,Guwahati,10-Jan-23
IND40,SA Yadav,14,9,0,2,155.55,1,v New Zealand,Indore,24-Jan-23
IND44,SS Iyer,14,9,2,0,155.55,1,v Pakistan,Pallekele,02-Sep-23
IND31,RA Jadeja,14,22,1,0,63.63,1,v Pakistan,Pallekele,02-Sep-23
IND52,Washington Sundar,14,9,2,0,155.55,1,v South Africa,Paarl,21-Dec-23
IND49,V Kohli,14,19,2,0,73.68,2,v Sri Lanka,Colombo (RPS),04-Aug-24
IND52,Washington Sundar,14,14,1,0,100,1,v England,Ahmedabad,12-Feb-25
IND31,RA Jadeja,13,9,1,0,144.44,1,v Australia,Indore,24-Sep-23
IND31,RA Jadeja,13,14,0,0,92.85,1,v West Indies,Visakhapatnam,24-Oct-18
IND43,SN Thakur,13,10,2,0,130,1,v Australia,Wankhede,14-Jan-20
IND33,RD Chahar,13,25,0,0,52,1,v Sri Lanka,Colombo (RPS),23-Jul-21
IND35,RG Sharma,13,15,3,0,86.66,1,v West Indies,Ahmedabad,11-Feb-22
IND40,SA Yadav,13,14,2,0,92.85,1,v West Indies,Port of Spain,22-Jul-22
IND42,Shubman Gill,13,22,2,0,59.09,1,v New Zealand,Christchurch,30-Nov-22
IND35,RG Sharma,13,15,2,0,86.66,1,v Australia,Visakhapatnam,19-Mar-23
IND3,AR Patel,13,12,2,0,108.33,1,v England,Ahmedabad,12-Feb-25
IND12,Harshit Rana,13,10,1,1,130,1,v England,Ahmedabad,12-Feb-25
IND35,RG Sharma,12,19,2,0,63.15,2,v West Indies,Bridgetown,27-Jul-23
IND31,RA Jadeja,12,10,2,0,120,2,v England,Nagpur,06-Feb-25
IND11,DL Chahar,12,14,1,0,85.71,2,v Afghanistan,Dubai (DICS),25-Sep-18
IND20,KL Rahul,12,15,1,0,80,2,v Australia,Sydney,27-Nov-20
IND20,KL Rahul,12,17,0,0,70.58,2,v South Africa,Paarl,19-Jan-22
IND45,SV Samson,12,18,0,1,66.66,1,v West Indies,Port of Spain,22-Jul-22
IND10,DJ Hooda,12,25,0,0,48,1,v New Zealand,Christchurch,30-Nov-22
IND11,DL Chahar,12,9,0,2,133.33,1,v New Zealand,Christchurch,30-Nov-22
IND52,Washington Sundar,12,14,0,0,85.71,1,v New Zealand,Hyderabad,18-Jan-23
IND40,SA Yadav,12,9,2,0,133.33,1,v Sri Lanka,Wankhede,02-Nov-23
IND45,SV Samson,12,23,1,0,52.17,1,v South Africa,Gqeberha,19-Dec-23
IND20,KL Rahul,11,3,1,1,366.66,1,v Australia,The Oval,09-Jun-19
IND13,HH Pandya,11,8,0,1,137.5,2,v Australia,Chennai,08-Oct-23
IND31,RA Jadeja,11,7,2,0,157.14,2,v England,Cuttack,09-Feb-25
IND2,AM Rahane,11,13,0,0,84.61,1,v South Africa,Cape Town,07-Feb-18
IND35,RG Sharma,11,24,1,0,45.83,2,v New Zealand,Napier,23-Jan-19
IND24,MK Pandey,11,19,0,0,57.89,1,v Sri Lanka,Colombo (RPS),23-Jul-21
IND44,SS Iyer,11,14,0,0,78.57,1,v South Africa,Paarl,21-Jan-22
IND38,RR Pant,11,9,2,0,122.22,2,v West Indies,Ahmedabad,06-Feb-22
IND52,Washington Sundar,11,19,1,0,57.89,2,v Bangladesh,Mirpur,07-Dec-22
IND11,DL Chahar,11,18,0,1,61.11,2,v Bangladesh,Mirpur,07-Dec-22
IND49,V Kohli,11,9,2,0,122.22,2,v New Zealand,Raipur,21-Jan-23
IND35,RG Sharma,11,22,2,0,50,1,v Pakistan,Pallekele,02-Sep-23
IND43,SN Thakur,11,13,0,0,84.61,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND49,V Kohli,11,14,2,0,78.57,1,v New Zealand,Dubai (DICS),02-Mar-25
IND35,RG Sharma,10,6,2,0,166.66,2,v West Indies,Port of Spain,14-Aug-19
IND35,RG Sharma,10,15,2,0,66.66,1,v Australia,Wankhede,14-Jan-20
IND14,Ishan Kishan,10,18,2,0,55.55,2,v South Africa,Delhi,11-Oct-22
IND38,RR Pant,10,16,2,0,62.5,1,v New Zealand,Christchurch,30-Nov-22
IND31,RA Jadeja,10,21,0,0,47.61,1,v West Indies,Bridgetown,29-Jul-23
IND42,Shubman Gill,10,32,1,0,31.25,1,v Pakistan,Pallekele,02-Sep-23
IND28,NT Tilak Varma,10,30,0,0,33.33,1,v South Africa,Gqeberha,19-Dec-23
IND7,B Sai Sudharsan,10,16,1,0,62.5,1,v South Africa,Paarl,21-Dec-23
IND20,KL Rahul,10,14,1,0,71.42,2,v England,Cuttack,09-Feb-25
IND13,HH Pandya,10,6,2,0,166.66,2,v England,Cuttack,09-Feb-25
IND20,KL Rahul,9,18,0,0,50,2,v England,Nottingham,12-Jul-18
IND13,HH Pandya,9,6,0,1,150,2,v England,Nagpur,06-Feb-25
IND31,RA Jadeja,9,6,1,0,150,2,v New Zealand,Dubai (DICS),09-Mar-25
IND13,HH Pandya,9,13,1,0,69.23,1,v South Africa,Johannesburg,10-Feb-18
IND35,RG Sharma,9,17,1,0,52.94,2,v Australia,Melbourne,18-Jan-19
IND42,Shubman Gill,9,21,1,0,42.85,1,v New Zealand,Hamilton,31-Jan-19
IND39,S Dube,9,6,1,0,150,1,v West Indies,Chennai,15-Dec-19
IND49,V Kohli,9,12,0,1,75,1,v New Zealand,Mount Maunganui,11-Feb-20
IND20,KL Rahul,9,10,2,0,90,2,v South Africa,Cape Town,23-Jan-22
IND40,SA Yadav,9,8,0,1,112.5,2,v West Indies,Port of Spain,24-Jul-22
IND43,SN Thakur,9,6,2,0,150,1,v Zimbabwe,Harare,22-Aug-22
IND49,V Kohli,9,15,1,0,60,1,v Bangladesh,Mirpur,04-Dec-22
IND3,AR Patel,9,9,0,0,100,1,v Sri Lanka,Guwahati,10-Jan-23
IND52,Washington Sundar,9,14,1,0,64.28,1,v New Zealand,Indore,24-Jan-23
IND20,KL Rahul,9,12,1,0,75,1,v Australia,Visakhapatnam,19-Mar-23
IND45,SV Samson,9,19,0,0,47.36,1,v West Indies,Bridgetown,29-Jul-23
IND42,Shubman Gill,9,13,1,0,69.23,1,v England,Lucknow,29-Oct-23
IND31,RA Jadeja,9,22,0,0,40.9,1,v Australia,Ahmedabad,19-Nov-23
IND39,S Dube,9,14,1,0,64.28,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND24,MK Pandey,8,4,2,0,200,2,v Australia,Bengaluru,19-Jan-20
IND31,RA Jadeja,8,7,1,0,114.28,1,v New Zealand,Mount Maunganui,11-Feb-20
IND14,Ishan Kishan,8,9,2,0,88.88,2,v New Zealand,Raipur,21-Jan-23
IND31,RA Jadeja,8,7,0,0,114.28,1,v West Indies,Tarouba,01-Aug-23
IND2,AM Rahane,8,15,1,0,53.33,1,v South Africa,Johannesburg,10-Feb-18
IND2,AM Rahane,8,18,0,0,44.44,1,v South Africa,Gqeberha,13-Feb-18
IND24,MK Pandey,8,15,0,0,53.33,2,v Afghanistan,Dubai (DICS),25-Sep-18
IND35,RG Sharma,8,9,2,0,88.88,2,v West Indies,Pune,27-Oct-18
IND31,RA Jadeja,8,13,0,0,61.53,2,v Australia,Sydney,12-Jan-19
IND49,V Kohli,8,4,2,0,200,2,v West Indies,Ahmedabad,06-Feb-22
IND43,SN Thakur,8,15,1,0,53.33,1,v West Indies,Ahmedabad,09-Feb-22
IND40,SA Yadav,8,6,1,0,133.33,1,v West Indies,Port of Spain,27-Jul-22
IND20,KL Rahul,8,10,1,0,80,1,v Bangladesh,Chattogram,10-Dec-22
IND49,V Kohli,8,10,1,0,80,1,v New Zealand,Hyderabad,18-Jan-23
IND34,RD Gaikwad,8,14,1,0,57.14,1,v West Indies,Tarouba,01-Aug-23
IND34,RD Gaikwad,8,12,2,0,66.66,1,v Australia,Indore,24-Sep-23
IND40,SA Yadav,8,7,1,0,114.28,2,v Australia,Rajkot,27-Sep-23
IND31,RA Jadeja,8,13,0,0,61.53,1,v England,Lucknow,29-Oct-23
IND20,KL Rahul,8,17,0,0,47.05,1,v South Africa,Eden Gardens,05-Nov-23
IND44,SS Iyer,8,7,2,0,114.28,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND3,AR Patel,8,12,1,0,66.66,2,v Bangladesh,Dubai (DICS),20-Feb-25
IND13,HH Pandya,8,6,1,0,133.33,2,v Pakistan,Dubai (DICS),23-Feb-25
IND42,Shubman Gill,8,11,1,0,72.72,2,v Australia,Dubai (DICS),04-Mar-25
IND31,RA Jadeja,7,4,1,0,175,1,v West Indies,Brabourne,29-Oct-18
IND13,HH Pandya,7,4,1,0,175,2,v Sri Lanka,Leeds,06-Jul-19
IND31,RA Jadeja,7,15,0,0,46.66,2,v England,Manchester,17-Jul-22
IND43,SN Thakur,7,5,1,0,140,1,v West Indies,Port of Spain,22-Jul-22
IND35,RG Sharma,7,23,0,0,30.43,1,v New Zealand,Hamilton,31-Jan-19
IND42,Shubman Gill,7,11,1,0,63.63,1,v New Zealand,Wellington,03-Feb-19
IND49,V Kohli,7,6,1,0,116.66,1,v Australia,Mohali,10-Mar-19
IND13,HH Pandya,7,9,0,0,77.77,1,v Afghanistan,Southampton,22-Jun-19
IND44,SS Iyer,7,7,1,0,100,2,v West Indies,Cuttack,22-Dec-19
IND38,RR Pant,7,6,1,0,116.66,2,v West Indies,Cuttack,22-Dec-19
IND44,SS Iyer,7,17,1,0,41.17,1,v Australia,Rajkot,17-Jan-20
IND43,SN Thakur,7,6,1,0,116.66,1,v New Zealand,Mount Maunganui,11-Feb-20
IND49,V Kohli,7,10,1,0,70,1,v England,Pune,28-Mar-21
IND20,KL Rahul,7,18,0,0,38.88,1,v England,Pune,28-Mar-21
IND29,R Ashwin,7,13,0,0,53.84,2,v South Africa,Paarl,19-Jan-22
IND43,SN Thakur,7,23,0,0,30.43,2,v Bangladesh,Mirpur,07-Dec-22
IND20,KL Rahul,7,6,1,0,116.66,1,v Sri Lanka,Thiruvananthapuram,15-Jan-23
IND42,Shubman Gill,7,16,1,0,43.75,2,v West Indies,Bridgetown,27-Jul-23
IND13,HH Pandya,7,14,0,0,50,1,v West Indies,Bridgetown,29-Jul-23
IND31,RA Jadeja,7,12,0,0,58.33,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND3,AR Patel,7,23,0,0,30.43,1,v South Africa,Gqeberha,19-Dec-23
IND44,SS Iyer,7,9,1,0,77.77,2,v Sri Lanka,Colombo (RPS),04-Aug-24
IND11,DL Chahar,6,8,0,0,75,1,v West Indies,Chennai,15-Dec-19
IND45,SV Samson,6,7,0,0,85.71,1,v West Indies,Port of Spain,27-Jul-22
IND3,AR Patel,6,7,1,0,85.71,2,v Zimbabwe,Harare,20-Aug-22
IND20,KL Rahul,6,15,1,0,40,1,v West Indies,Chennai,15-Dec-19
IND44,SS Iyer,6,9,1,0,66.66,1,v England,Pune,23-Mar-21
IND40,SA Yadav,6,7,1,0,85.71,1,v West Indies,Ahmedabad,11-Feb-22
IND14,Ishan Kishan,6,13,0,0,46.15,2,v Zimbabwe,Harare,20-Aug-22
IND40,SA Yadav,6,10,0,0,60,1,v New Zealand,Christchurch,30-Nov-22
IND42,Shubman Gill,6,14,0,0,42.85,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND38,RR Pant,6,9,1,0,66.66,2,v Sri Lanka,Colombo (RPS),07-Aug-24
IND35,RG Sharma,5,13,1,0,38.46,1,v South Africa,Johannesburg,10-Feb-18
IND20,KL Rahul,5,11,0,0,45.45,1,v Australia,Canberra,02-Dec-20
IND35,RG Sharma,5,8,0,0,62.5,1,v West Indies,Ahmedabad,09-Feb-22
IND49,V Kohli,5,6,1,0,83.33,2,v Bangladesh,Mirpur,07-Dec-22
IND14,Ishan Kishan,5,14,0,0,35.71,1,v New Zealand,Hyderabad,18-Jan-23
IND13,HH Pandya,5,7,0,0,71.42,2,v West Indies,Bridgetown,27-Jul-23
IND13,HH Pandya,5,18,0,0,27.77,1,v Sri Lanka,Colombo (RPS),12-Sep-23
IND28,NT Tilak Varma,5,9,1,0,55.55,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND14,Ishan Kishan,5,15,0,0,33.33,2,v Bangladesh,Colombo (RPS),15-Sep-23
IND34,RD Gaikwad,5,10,1,0,50,2,v South Africa,Johannesburg,17-Dec-23
IND52,Washington Sundar,5,4,1,0,125,2,v Sri Lanka,Colombo (RPS),02-Aug-24
IND49,V Kohli,5,8,1,0,62.5,2,v England,Cuttack,09-Feb-25
IND35,RG Sharma,4,8,1,0,50,1,v West Indies,Visakhapatnam,24-Oct-18
IND38,RR Pant,4,4,1,0,100,2,v Sri Lanka,Leeds,06-Jul-19
IND49,V Kohli,4,4,1,0,100,1,v West Indies,Chennai,15-Dec-19
IND44,SS Iyer,4,9,0,0,44.44,1,v Australia,Wankhede,14-Jan-20
IND20,KL Rahul,4,8,0,0,50,2,v New Zealand,Auckland,08-Feb-20
IND40,SA Yadav,4,3,1,0,133.33,1,v New Zealand,Auckland,25-Nov-22
IND49,V Kohli,4,9,1,0,44.44,2,v Sri Lanka,Eden Gardens,12-Jan-23
IND40,SA Yadav,4,4,0,0,100,1,v Sri Lanka,Thiruvananthapuram,15-Jan-23
